Analyzed file:	C:\Users\Medivh\Desktop\640na480MEGa.mp4
 Coordinate: [72 x 143 from (372, 62)]
+Object's ¹: 3
 Coordinate: [76 x 152 from (443, 83)]
Object's on frame in detect_filter:	4
+Object's ¹: 0
 Coordinate: [93 x 186 from (183, 256)]
+Object's ¹: 1
 Coordinate: [83 x 166 from (144, 258)]
+Object's ¹: 2
 Coordinate: [72 x 143 from (372, 62)]
+Object's ¹: 3
 Coordinate: [76 x 152 from (443, 83)]
Frame ¹	735 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [97 x 195 from (180, 250)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (444, 81)]
+Object's ¹: 2
 Coordinate: [71 x 142 from (372, 61)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [97 x 195 from (180, 250)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (444, 81)]
+Object's ¹: 2
 Coordinate: [71 x 142 from (372, 61)]
Frame ¹	736 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [94 x 188 from (181, 251)]
+Object's ¹: 1
 Coordinate: [72 x 143 from (372, 60)]
+Object's ¹: 2
 Coordinate: [75 x 150 from (444, 79)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [94 x 188 from (181, 251)]
+Object's ¹: 1
 Coordinate: [72 x 143 from (372, 60)]
+Object's ¹: 2
 Coordinate: [75 x 150 from (444, 79)]
Frame ¹	737 ----------------------
Object's on frame in detect:	4
+Object's ¹: 0
 Coordinate: [93 x 187 from (186, 247)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (153, 248)]
+Object's ¹: 2
 Coordinate: [70 x 139 from (372, 61)]
+Object's ¹: 3
 Coordinate: [76 x 151 from (443, 78)]
Object's on frame in detect_filter:	4
+Object's ¹: 0
 Coordinate: [93 x 187 from (186, 247)]
+Object's ¹: 1
 Coordinate: [82 x 164 from (153, 248)]
+Object's ¹: 2
 Coordinate: [70 x 139 from (372, 61)]
+Object's ¹: 3
 Coordinate: [76 x 151 from (443, 78)]
Frame ¹	738 ----------------------
Object's on frame in detect:	4
+Object's ¹: 0
 Coordinate: [94 x 188 from (186, 244)]
+Object's ¹: 1
 Coordinate: [85 x 170 from (150, 243)]
+Object's ¹: 2
 Coordinate: [70 x 139 from (372, 61)]
+Object's ¹: 3
 Coordinate: [76 x 151 from (443, 76)]
Object's on frame in detect_filter:	4
+Object's ¹: 0
 Coordinate: [94 x 188 from (186, 244)]
+Object's ¹: 1
 Coordinate: [85 x 170 from (150, 243)]
+Object's ¹: 2
 Coordinate: [70 x 139 from (372, 61)]
+Object's ¹: 3
 Coordinate: [76 x 151 from (443, 76)]
Frame ¹	739 ----------------------
Object's on frame in detect:	4
+Object's ¹: 0
 Coordinate: [91 x 181 from (190, 243)]
+Object's ¹: 1
 Coordinate: [78 x 156 from (439, 73)]
+Object's ¹: 2
 Coordinate: [86 x 172 from (150, 240)]
+Object's ¹: 3
 Coordinate: [70 x 140 from (372, 59)]
Object's on frame in detect_filter:	4
+Object's ¹: 0
 Coordinate: [91 x 181 from (190, 243)]
+Object's ¹: 1
 Coordinate: [78 x 156 from (439, 73)]
+Object's ¹: 2
 Coordinate: [86 x 172 from (150, 240)]
+Object's ¹: 3
 Coordinate: [70 x 140 from (372, 59)]
Frame ¹	740 ----------------------
Object's on frame in detect:	4
+Object's ¹: 0
 Coordinate: [89 x 178 from (190, 238)]
+Object's ¹: 1
 Coordinate: [76 x 152 from (440, 75)]
+Object's ¹: 2
 Coordinate: [86 x 171 from (150, 240)]
+Object's ¹: 3
 Coordinate: [71 x 141 from (371, 56)]
Object's on frame in detect_filter:	4
+Object's ¹: 0
 Coordinate: [89 x 178 from (190, 238)]
+Object's ¹: 1
 Coordinate: [76 x 152 from (440, 75)]
+Object's ¹: 2
 Coordinate: [86 x 171 from (150, 240)]
+Object's ¹: 3
 Coordinate: [71 x 141 from (371, 56)]
Frame ¹	741 ----------------------
Object's on frame in detect:	4
+Object's ¹: 0
 Coordinate: [90 x 179 from (146, 234)]
+Object's ¹: 1
 Coordinate: [74 x 149 from (438, 77)]
+Object's ¹: 2
 Coordinate: [86 x 170 from (192, 238)]
+Object's ¹: 3
 Coordinate: [71 x 141 from (371, 55)]
Object's on frame in detect_filter:	4
+Object's ¹: 0
 Coordinate: [90 x 179 from (146, 234)]
+Object's ¹: 1
 Coordinate: [74 x 149 from (438, 77)]
+Object's ¹: 2
 Coordinate: [86 x 170 from (192, 238)]
+Object's ¹: 3
 Coordinate: [71 x 141 from (371, 55)]
Frame ¹	742 ----------------------
Object's on frame in detect:	4
+Object's ¹: 0
 Coordinate: [90 x 180 from (147, 230)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (191, 230)]
+Object's ¹: 2
 Coordinate: [77 x 154 from (440, 69)]
+Object's ¹: 3
 Coordinate: [71 x 141 from (371, 53)]
Object's on frame in detect_filter:	4
+Object's ¹: 0
 Coordinate: [90 x 180 from (147, 230)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (191, 230)]
+Object's ¹: 2
 Coordinate: [77 x 154 from (440, 69)]
+Object's ¹: 3
 Coordinate: [71 x 141 from (371, 53)]
Frame ¹	743 ----------------------
Object's on frame in detect:	4
+Object's ¹: 0
 Coordinate: [88 x 176 from (191, 229)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (149, 229)]
+Object's ¹: 2
 Coordinate: [69 x 138 from (372, 51)]
+Object's ¹: 3
 Coordinate: [75 x 149 from (440, 70)]
Object's on frame in detect_filter:	4
+Object's ¹: 0
 Coordinate: [88 x 176 from (191, 229)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (149, 229)]
+Object's ¹: 2
 Coordinate: [69 x 138 from (372, 51)]
+Object's ¹: 3
 Coordinate: [75 x 149 from (440, 70)]
Frame ¹	744 ----------------------
Object's on frame in detect:	4
+Object's ¹: 0
 Coordinate: [77 x 153 from (438, 68)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (150, 225)]
+Object's ¹: 2
 Coordinate: [86 x 172 from (192, 227)]
+Object's ¹: 3
 Coordinate: [68 x 136 from (372, 51)]
Object's on frame in detect_filter:	4
+Object's ¹: 0
 Coordinate: [77 x 153 from (438, 68)]
+Object's ¹: 1
 Coordinate: [86 x 172 from (150, 225)]
+Object's ¹: 2
 Coordinate: [86 x 172 from (192, 227)]
+Object's ¹: 3
 Coordinate: [68 x 136 from (372, 51)]
Frame ¹	745 ----------------------
Object's on frame in detect:	4
+Object's ¹: 0
 Coordinate: [89 x 177 from (191, 220)]
+Object's ¹: 1
 Coordinate: [77 x 153 from (436, 67)]
+Object's ¹: 2
 Coordinate: [89 x 177 from (147, 220)]
+Object's ¹: 3
 Coordinate: [69 x 138 from (371, 48)]
Object's on frame in detect_filter:	4
+Object's ¹: 0
 Coordinate: [89 x 177 from (191, 220)]
+Object's ¹: 1
 Coordinate: [77 x 153 from (436, 67)]
+Object's ¹: 2
 Coordinate: [89 x 177 from (147, 220)]
+Object's ¹: 3
 Coordinate: [69 x 138 from (371, 48)]
Frame ¹	746 ----------------------
Object's on frame in detect:	4
+Object's ¹: 0
 Coordinate: [89 x 177 from (191, 220)]
+Object's ¹: 1
 Coordinate: [77 x 153 from (436, 65)]
+Object's ¹: 2
 Coordinate: [90 x 180 from (146, 214)]
+Object's ¹: 3
 Coordinate: [69 x 138 from (372, 47)]
Object's on frame in detect_filter:	4
+Object's ¹: 0
 Coordinate: [89 x 177 from (191, 220)]
+Object's ¹: 1
 Coordinate: [77 x 153 from (436, 65)]
+Object's ¹: 2
 Coordinate: [90 x 180 from (146, 214)]
+Object's ¹: 3
 Coordinate: [69 x 138 from (372, 47)]
Frame ¹	747 ----------------------
Object's on frame in detect:	4
+Object's ¹: 0
 Coordinate: [85 x 170 from (193, 218)]
+Object's ¹: 1
 Coordinate: [76 x 152 from (437, 63)]
+Object's ¹: 2
 Coordinate: [88 x 176 from (148, 214)]
+Object's ¹: 3
 Coordinate: [67 x 134 from (372, 47)]
Object's on frame in detect_filter:	4
+Object's ¹: 0
 Coordinate: [85 x 170 from (193, 218)]
+Object's ¹: 1
 Coordinate: [76 x 152 from (437, 63)]
+Object's ¹: 2
 Coordinate: [88 x 176 from (148, 214)]
+Object's ¹: 3
 Coordinate: [67 x 134 from (372, 47)]
Frame ¹	748 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [91 x 181 from (190, 214)]
+Object's ¹: 1
 Coordinate: [88 x 176 from (148, 214)]
+Object's ¹: 2
 Coordinate: [76 x 152 from (434, 60)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [91 x 181 from (190, 214)]
+Object's ¹: 1
 Coordinate: [88 x 176 from (148, 214)]
+Object's ¹: 2
 Coordinate: [76 x 152 from (434, 60)]
Frame ¹	749 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [89 x 178 from (191, 210)]
+Object's ¹: 1
 Coordinate: [87 x 173 from (149, 210)]
+Object's ¹: 2
 Coordinate: [72 x 143 from (437, 60)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [89 x 178 from (191, 210)]
+Object's ¹: 1
 Coordinate: [87 x 173 from (149, 210)]
+Object's ¹: 2
 Coordinate: [72 x 143 from (437, 60)]
Frame ¹	750 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [88 x 175 from (191, 207)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (146, 203)]
+Object's ¹: 2
 Coordinate: [74 x 147 from (437, 58)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [88 x 175 from (191, 207)]
+Object's ¹: 1
 Coordinate: [90 x 180 from (146, 203)]
+Object's ¹: 2
 Coordinate: [74 x 147 from (437, 58)]
Frame ¹	751 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [93 x 185 from (189, 201)]
+Object's ¹: 1
 Coordinate: [88 x 176 from (148, 203)]
+Object's ¹: 2
 Coordinate: [72 x 145 from (438, 59)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [93 x 185 from (189, 201)]
+Object's ¹: 1
 Coordinate: [88 x 176 from (148, 203)]
+Object's ¹: 2
 Coordinate: [72 x 145 from (438, 59)]
Frame ¹	752 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [90 x 181 from (146, 200)]
+Object's ¹: 1
 Coordinate: [93 x 185 from (189, 201)]
+Object's ¹: 2
 Coordinate: [74 x 148 from (436, 57)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [90 x 181 from (146, 200)]
+Object's ¹: 1
 Coordinate: [93 x 185 from (189, 201)]
+Object's ¹: 2
 Coordinate: [74 x 148 from (436, 57)]
Frame ¹	753 ----------------------
Object's on frame in detect:	3
+Object's ¹: 0
 Coordinate: [85 x 170 from (150, 200)]
+Object's ¹: 1
 Coordinate: [75 x 150 from (432, 54)]
+Object's ¹: 2
 Coordinate: [85 x 169 from (192, 203)]
Object's on frame in detect_filter:	3
+Object's ¹: 0
 Coordinate: [85 x 170 from (150, 200)]
+Object's ¹: 1
 Coordinate: [75 x 150 from (432, 54)]
+Object's ¹: 2
 Coordinate: [85 x 169 from (192, 203)]
Frame ¹	754 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [96 x 192 from (188, 188)]
+Object's ¹: 1
 Coordinate: [77 x 155 from (432, 52)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [96 x 192 from (188, 188)]
+Object's ¹: 1
 Coordinate: [77 x 155 from (432, 52)]
Frame ¹	755 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [91 x 181 from (190, 190)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (147, 191)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [91 x 181 from (190, 190)]
+Object's ¹: 1
 Coordinate: [89 x 177 from (147, 191)]
Frame ¹	756 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [84 x 168 from (193, 192)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [84 x 168 from (193, 192)]
Frame ¹	757 ----------------------
Object's on frame in detect:	0
Object's on frame in detect_filter:	0
Frame ¹	758 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (191, 180)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [88 x 176 from (191, 180)]
Frame ¹	759 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [88 x 177 from (190, 180)]
+Object's ¹: 1
 Coordinate: [76 x 151 from (435, 47)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [88 x 177 from (190, 180)]
+Object's ¹: 1
 Coordinate: [76 x 151 from (435, 47)]
Frame ¹	760 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (192, 181)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [86 x 172 from (192, 181)]
Frame ¹	761 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (194, 178)]
+Object's ¹: 1
 Coordinate: [69 x 137 from (438, 48)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [82 x 164 from (194, 178)]
+Object's ¹: 1
 Coordinate: [69 x 137 from (438, 48)]
Frame ¹	762 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [84 x 168 from (193, 172)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (436, 47)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [84 x 168 from (193, 172)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (436, 47)]
Frame ¹	763 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (192, 170)]
+Object's ¹: 1
 Coordinate: [68 x 136 from (438, 46)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (192, 170)]
+Object's ¹: 1
 Coordinate: [68 x 136 from (438, 46)]
Frame ¹	764 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [88 x 176 from (191, 169)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (436, 47)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [88 x 176 from (191, 169)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (436, 47)]
Frame ¹	765 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (192, 164)]
+Object's ¹: 1
 Coordinate: [67 x 133 from (437, 48)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (192, 164)]
+Object's ¹: 1
 Coordinate: [67 x 133 from (437, 48)]
Frame ¹	766 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [78 x 156 from (196, 164)]
+Object's ¹: 1
 Coordinate: [67 x 133 from (436, 50)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [78 x 156 from (196, 164)]
+Object's ¹: 1
 Coordinate: [67 x 133 from (436, 50)]
Frame ¹	767 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (195, 161)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (434, 48)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (195, 161)]
+Object's ¹: 1
 Coordinate: [67 x 134 from (434, 48)]
Frame ¹	768 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (196, 159)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [79 x 158 from (196, 159)]
Frame ¹	769 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [76 x 151 from (196, 156)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [76 x 151 from (196, 156)]
Frame ¹	770 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [76 x 151 from (196, 156)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [76 x 151 from (196, 156)]
Frame ¹	771 ----------------------
Object's on frame in detect:	1
+Object's ¹: 0
 Coordinate: [77 x 154 from (195, 153)]
Object's on frame in detect_filter:	1
+Object's ¹: 0
 Coordinate: [77 x 154 from (195, 153)]
Frame ¹	772 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (150, 150)]
+Object's ¹: 1
 Coordinate: [78 x 157 from (194, 148)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [86 x 172 from (150, 150)]
+Object's ¹: 1
 Coordinate: [78 x 157 from (194, 148)]
Frame ¹	773 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [77 x 154 from (156, 148)]
+Object's ¹: 1
 Coordinate: [74 x 147 from (195, 148)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [77 x 154 from (156, 148)]
+Object's ¹: 1
 Coordinate: [74 x 147 from (195, 148)]
Frame ¹	774 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [78 x 156 from (155, 145)]
+Object's ¹: 1
 Coordinate: [76 x 151 from (195, 146)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [78 x 156 from (155, 145)]
+Object's ¹: 1
 Coordinate: [76 x 151 from (195, 146)]
Frame ¹	775 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [78 x 156 from (155, 145)]
+Object's ¹: 1
 Coordinate: [79 x 158 from (191, 144)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [78 x 156 from (155, 145)]
+Object's ¹: 1
 Coordinate: [79 x 158 from (191, 144)]
Frame ¹	776 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (154, 144)]
+Object's ¹: 1
 Coordinate: [75 x 149 from (193, 140)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (154, 144)]
+Object's ¹: 1
 Coordinate: [75 x 149 from (193, 140)]
Frame ¹	777 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (154, 144)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (192, 140)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [80 x 160 from (154, 144)]
+Object's ¹: 1
 Coordinate: [74 x 148 from (192, 140)]
Frame ¹	778 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (189, 137)]
+Object's ¹: 1
 Coordinate: [78 x 156 from (155, 136)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [76 x 152 from (189, 137)]
+Object's ¹: 1
 Coordinate: [78 x 156 from (155, 136)]
Frame ¹	779 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [75 x 150 from (190, 133)]
+Object's ¹: 1
 Coordinate: [76 x 152 from (156, 137)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [75 x 150 from (190, 133)]
+Object's ¹: 1
 Coordinate: [76 x 152 from (156, 137)]
Frame ¹	780 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [77 x 153 from (156, 133)]
+Object's ¹: 1
 Coordinate: [77 x 154 from (188, 129)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [77 x 153 from (156, 133)]
+Object's ¹: 1
 Coordinate: [77 x 154 from (188, 129)]
Frame ¹	781 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [77 x 154 from (188, 127)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (159, 133)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [77 x 154 from (188, 127)]
+Object's ¹: 1
 Coordinate: [69 x 138 from (159, 133)]
Frame ¹	782 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
 Coordinate: [77 x 154 from (188, 123)]
+Object's ¹: 1
 Coordinate: [72 x 144 from (158, 130)]
Object's on frame in detect_filter:	2
+Object's ¹: 0
 Coordinate: [77 x 154 from (188, 123)]
+Object's ¹: 1
 Coordinate: [72 x 144 from (158, 130)]
Frame ¹	783 ----------------------
Object's on frame in detect:	2
+Object's ¹: 0
